AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,label
9,-2,2,0,-50,93,reload
10,0,4,0,0,0,reload
9,-1,1,0,0,0,reload
10,0,2,0,0,28,reload
9,0,1,0,0,0,reload
9,0,1,0,0,0,reload
9,0,1,0,0,0,reload
9,0,2,0,0,0,reload
10,-12,0,77,45,85,reload
13,-13,-4,0,-46,239,reload
18,-14,-10,0,-255,247,reload
19,-8,-10,0,-355,246,reload
16,-4,4,-107,-307,277,reload
10,5,12,161,27,162,reload
0,-9,-14,-99,0,77,reload
-5,-19,-12,0,-107,101,reload
-1,-16,-10,128,-193,97,reload
2,0,-1,0,-174,95,reload
4,8,1,230,49,71,reload
4,11,1,137,0,-53,reload
1,-2,-3,0,124,-276,reload
-4,-19,-17,-406,-33,-325,reload
-11,-19,-9,0,0,0,reload
-8,-19,-8,-118,-114,64,reload
0,-12,-8,136,-148,165,reload
8,4,3,91,-199,136,reload
4,11,-4,342,97,205,reload
5,6,2,0,55,-231,reload
-1,-10,-2,0,0,-313,reload
-9,-19,-6,-225,32,-109,reload
-1,-11,3,137,0,81,reload
3,0,3,78,0,0,reload
5,0,3,150,88,-131,reload
7,-5,0,86,75,-249,reload
10,-8,0,0,48,-304,reload
12,-9,1,0,0,-370,reload
13,-8,2,105,-106,-325,reload
17,-4,3,0,-91,-200,reload
10,-5,0,0,0,-100,reload
9,-2,1,-155,-47,81,reload
11,0,4,-148,-34,78,reload
9,0,3,0,0,29,reload
10,0,2,0,0,23,reload
9,0,2,0,0,22,reload
9,1,1,0,0,28,reload
9,0,1,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
12,-11,-3,0,62,192,reload
17,-11,-9,82,-214,298,reload
19,-13,-5,-338,-277,340,reload
16,-8,5,-120,-356,230,reload
11,0,7,195,-47,230,reload
-5,-15,-8,-178,0,161,reload
0,-16,-8,124,-188,85,reload
5,3,0,166,-175,124,reload
13,19,1,312,85,190,reload
5,6,0,0,53,-265,reload
4,-19,-19,-410,0,-506,reload
-9,-19,-8,109,0,-32,reload
-4,-13,-5,0,-33,36,reload
-3,-19,-6,0,-101,108,reload
1,-9,-6,80,-191,133,reload
5,4,6,229,-109,128,reload
6,13,-7,153,0,277,reload
5,4,2,0,62,-313,reload
-3,-19,-12,-219,0,-404,reload
-6,-19,-2,-241,104,-76,reload
-2,-14,4,148,0,31,reload
4,0,2,149,0,-32,reload
5,-1,3,0,75,-133,reload
5,-5,1,123,149,-212,reload
9,-7,0,128,132,-286,reload
12,-6,-2,79,44,-384,reload
18,-4,0,-135,-72,-390,reload
19,-8,4,-190,-59,-316,reload
8,-8,0,147,38,-65,reload
9,-2,0,102,0,84,reload
11,0,2,0,-39,113,reload
9,-2,5,0,0,0,reload
10,0,3,85,39,28,reload
9,1,2,0,0,0,reload
9,2,2,0,0,0,reload
10,0,2,-68,0,0,reload
9,0,1,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
11,-14,0,0,0,68,reload
19,-15,-10,-114,-120,355,reload
18,-10,-8,0,-364,270,reload
15,1,1,0,-242,295,reload
11,3,3,0,-117,220,reload
-1,-12,-1,-131,155,114,reload
-4,-19,-14,0,-115,96,reload
0,-8,-9,196,-181,135,reload
3,1,-3,0,-82,126,reload
4,10,4,246,0,124,reload
4,7,1,105,46,-36,reload
-1,-1,-1,-68,51,-170,reload
-4,-19,-19,-421,-166,-432,reload
-10,-19,-7,81,0,36,reload
-8,-19,-9,-154,-142,92,reload
0,-11,-9,0,-184,93,reload
7,3,4,156,-121,125,reload
5,12,-1,262,67,220,reload
3,6,1,71,54,-191,reload
-4,-13,-4,-118,0,-353,reload
-7,-19,-2,-184,57,0,reload
-3,-6,0,236,0,48,reload
2,-4,4,0,0,-45,reload
3,-5,4,0,94,-107,reload
4,-4,0,73,148,-132,reload
6,-5,-1,93,133,-232,reload
10,-7,-1,0,60,-350,reload
14,-6,0,0,53,-397,reload
19,0,0,0,0,-348,reload
19,-9,0,-91,33,-315,reload
6,-6,0,-95,-150,71,reload
15,-2,4,0,-89,151,reload
8,0,2,94,50,59,reload
10,1,1,76,0,36,reload
9,2,1,0,0,43,reload
9,1,2,0,0,31,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,-26,reload
9,-1,2,0,0,0,reload
13,-10,-3,0,40,122,reload
17,-14,-8,-64,-176,303,reload
19,-11,-6,0,-345,307,reload
16,-1,0,0,-304,264,reload
8,-1,3,0,-138,190,reload
-1,-18,0,64,90,147,reload
0,-17,-6,0,-150,98,reload
3,0,-1,175,-203,132,reload
2,8,0,254,104,116,reload
6,13,1,66,34,-102,reload
4,-4,-5,-135,98,-369,reload
-6,-19,-11,-341,91,-63,reload
-8,-19,-7,148,-89,58,reload
-1,-15,-9,0,-136,199,reload
4,-3,-2,0,-188,135,reload
10,6,7,306,0,42,reload
10,19,-2,174,-44,274,reload
3,2,0,0,70,-361,reload
-7,-19,-19,-553,-63,-380,reload
-7,-19,-6,173,0,25,reload
-2,-11,-1,244,0,72,reload
2,-4,4,0,33,26,reload
3,-1,2,135,110,-57,reload
5,-1,0,114,102,-188,reload
8,-4,-1,0,42,-303,reload
11,-9,-1,-83,0,-395,reload
14,-8,-1,-127,38,-303,reload
18,-7,0,-129,44,-335,reload
19,-9,0,-66,82,-242,reload
7,-7,-1,0,-33,-28,reload
10,-3,3,65,-85,57,reload
9,0,2,75,30,23,reload
9,0,1,0,0,0,reload
10,0,2,0,0,33,reload
9,1,2,0,0,42,reload
9,1,2,0,0,0,reload
9,0,1,0,0,0,reload
10,0,1,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
11,-13,0,0,47,135,reload
18,-13,-7,0,-82,342,reload
19,-10,-5,0,-301,299,reload
16,-2,-2,0,-265,294,reload
9,-9,2,-173,-177,229,reload
0,-18,-2,0,-126,157,reload
1,-5,-8,113,-167,116,reload
4,2,3,205,-98,107,reload
6,14,-1,240,60,134,reload
6,3,5,0,67,-365,reload
1,-19,-19,-449,107,-417,reload
-10,-19,-11,0,0,0,reload
-6,-19,-6,91,-94,115,reload
0,-15,-5,-84,-140,131,reload
5,-1,3,118,-140,149,reload
3,6,-3,313,56,140,reload
8,14,-2,0,47,-115,reload
6,-8,-5,-125,67,-517,reload
-6,-19,-9,-320,160,-37,reload
-3,-17,0,253,0,78,reload
2,-2,1,222,0,0,reload
4,-3,2,0,30,-94,reload
4,-3,0,70,103,-142,reload
5,-4,0,0,100,-260,reload
7,-7,-1,0,41,-345,reload
12,-4,-2,-79,0,-346,reload
19,-1,0,-153,0,-411,reload
19,-15,-2,-173,145,-269,reload
8,-4,2,65,-121,72,reload
13,0,5,81,-52,104,reload
9,0,2,82,45,0,reload
10,0,1,0,0,22,reload
10,0,1,0,0,51,reload
9,2,1,0,0,74,reload
9,2,2,0,0,25,reload
9,0,2,0,0,0,reload
9,0,2,0,0,-27,reload
9,0,2,0,0,-26,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
12,-11,-3,0,0,167,reload
19,-18,-10,-198,-251,258,reload
19,-6,-5,0,-362,265,reload
14,-3,0,0,-263,268,reload
2,-14,4,119,-35,192,reload
1,-11,-8,0,-164,182,reload
4,-2,-3,0,-179,163,reload
6,6,2,226,68,38,reload
5,9,0,88,41,28,reload
1,-1,-4,0,115,-300,reload
-10,-19,7,-477,-83,-196,reload
-12,-19,-8,192,-103,76,reload
-3,-16,-10,0,-176,179,reload
2,-7,-1,0,-169,158,reload
9,6,6,333,118,107,reload
11,18,-2,114,0,193,reload
8,1,3,0,69,-389,reload
-5,-19,-19,-390,0,-412,reload
-11,-19,-2,105,-42,44,reload
1,-5,0,209,0,129,reload
2,-4,4,146,0,0,reload
3,-2,1,179,92,-84,reload
3,0,-2,94,109,-149,reload
6,-3,-2,0,30,-325,reload
13,-8,-2,-81,0,-443,reload
19,-12,-3,-165,56,-470,reload
19,-9,2,-67,61,-317,reload
10,-8,-4,0,88,-90,reload
9,-6,7,0,-32,52,reload
9,-1,2,119,27,79,reload
9,0,3,0,-29,0,reload
9,1,3,0,0,53,reload
11,1,1,0,41,0,reload
9,1,1,0,0,22,reload
9,1,3,0,0,24,reload
9,0,3,0,0,0,reload
9,0,2,0,0,0,reload
9,0,3,0,0,0,reload
9,0,3,0,0,0,reload
9,0,3,0,0,0,reload
12,-12,-1,0,0,87,reload
14,-19,-9,-149,-31,335,reload
19,-11,-10,-89,-457,173,reload
19,-3,2,0,-442,312,reload
12,-5,8,73,-97,216,reload
0,-7,-7,72,-170,310,reload
0,-10,-10,-116,-253,0,reload
10,8,11,523,121,42,reload
12,19,-1,0,0,142,reload
8,-2,-4,-208,98,-444,reload
-5,-19,-19,-597,-96,-344,reload
-11,-19,-12,88,-31,40,reload
-5,-19,-15,0,-182,146,reload
1,-8,-4,67,-209,154,reload
5,5,8,254,0,100,reload
5,7,-4,211,47,195,reload
5,9,-1,0,50,-154,reload
2,-6,-1,0,85,-355,reload
-8,-19,-4,-511,106,-73,reload
-3,-15,0,248,-73,37,reload
-2,-6,0,208,0,74,reload
2,-3,1,0,0,-54,reload
3,-4,1,111,93,-94,reload
4,-5,0,95,112,-188,reload
6,-4,-1,0,122,-230,reload
8,0,-2,163,41,-293,reload
17,-6,-4,-297,-111,-417,reload
19,-11,0,-266,87,-319,reload
15,-9,-3,-106,122,-138,reload
6,-7,2,0,0,-34,reload
11,-1,2,170,-48,35,reload
10,1,0,0,37,41,reload
10,2,1,0,0,26,reload
9,1,2,0,0,0,reload
9,1,3,0,0,0,reload
9,0,2,0,0,0,reload
9,0,3,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
13,-9,0,0,0,78,reload
16,-13,-7,-73,-161,253,reload
19,-8,-9,84,-328,297,reload
17,1,0,0,-277,339,reload
8,1,4,0,-118,225,reload
2,-5,-1,0,0,137,reload
-4,-19,-14,-225,-65,107,reload
0,-9,-9,288,-167,138,reload
9,7,8,171,-60,121,reload
10,15,0,229,105,107,reload
5,9,-3,0,0,-186,reload
5,-13,-11,-222,105,-458,reload
-11,-19,-14,-206,59,51,reload
-6,-19,-11,213,-87,162,reload
0,-11,-6,0,-135,160,reload
7,-1,3,0,-146,115,reload
7,8,0,278,43,152,reload
6,12,-1,94,0,-176,reload
6,-6,-2,-117,79,-481,reload
-4,-19,-3,-487,185,0,reload
-4,-17,-4,286,-50,52,reload
0,-3,1,0,0,68,reload
4,-2,3,95,48,-78,reload
5,-2,1,135,102,-158,reload
7,-2,-2,87,143,-247,reload
12,-7,-3,0,50,-367,reload
16,-11,-1,-143,0,-427,reload
17,-5,2,0,51,-305,reload
19,-4,-1,0,128,-304,reload
8,-10,0,-208,-35,-164,reload
10,-3,6,129,-176,105,reload
12,0,3,160,0,101,reload
8,1,0,0,45,0,reload
9,0,1,-99,0,29,reload
10,0,4,0,0,45,reload
9,2,2,68,0,26,reload
9,2,2,0,0,0,reload
9,1,2,0,0,0,reload
9,0,2,0,0,0,reload
10,0,3,0,0,0,reload
14,-8,-1,-66,-65,151,reload
19,-11,-10,0,-276,286,reload
19,-8,-8,0,-371,273,reload
12,-1,0,84,-271,253,reload
5,-8,0,0,-152,176,reload
0,-13,-7,0,-96,175,reload
2,-4,-5,126,-203,87,reload
2,4,5,249,-27,92,reload
5,10,-1,76,51,96,reload
6,8,-1,0,45,-122,reload
3,-8,-9,0,156,-339,reload
-7,-19,-6,-465,40,-37,reload
-8,-19,-15,305,-43,137,reload
0,-12,-9,-110,-191,127,reload
5,-4,0,126,-255,113,reload
2,3,-4,336,61,182,reload
5,15,-2,0,0,0,reload
6,1,0,-90,84,-309,reload
5,-19,-6,-230,97,-471,reload
-1,-19,-10,-367,127,-83,reload
-2,-19,-1,163,-70,46,reload
2,-3,1,154,0,94,reload
5,-2,3,113,81,-53,reload
6,0,0,109,74,-171,reload
6,-3,-2,0,66,-253,reload
6,-4,-1,-92,88,-305,reload
14,-9,-1,0,146,-374,reload
19,0,0,0,0,-357,reload
17,-8,1,-224,0,-324,reload
8,-6,6,0,-77,0,reload
11,0,2,0,0,126,reload
9,0,2,0,0,29,reload
10,2,2,0,0,0,reload
10,1,2,0,38,0,reload
8,1,2,0,0,54,reload
9,2,3,0,0,36,reload
9,1,3,0,0,0,reload
9,1,3,0,0,0,reload
9,0,3,0,0,0,reload
9,0,3,0,0,0,reload
13,-9,-5,0,0,152,reload
19,-16,-13,-259,-271,369,reload
19,-5,-6,95,-513,249,reload
17,4,1,142,-228,281,reload
5,-6,10,0,-100,134,reload
-5,-14,-9,0,-85,206,reload
0,-12,-15,0,-234,0,reload
6,6,14,518,62,91,reload
13,19,6,0,0,258,reload
7,0,-1,-99,58,-366,reload
3,-19,-19,-368,80,-389,reload
-11,-19,-15,0,-33,29,reload
-6,-19,-10,95,-117,130,reload
1,-7,-8,0,-157,172,reload
6,-1,4,165,-89,110,reload
4,6,-7,226,106,229,reload
6,11,0,0,0,-209,reload
10,-8,-3,-78,119,-542,reload
-3,-19,-7,-412,128,0,reload
-2,-15,-6,235,-76,90,reload
2,-6,1,0,0,55,reload
4,-3,3,143,73,0,reload
5,-1,0,175,112,-108,reload
7,-3,-2,0,95,-281,reload
8,-7,-1,-70,83,-340,reload
13,-6,0,0,69,-317,reload
18,0,0,0,77,-358,reload
19,-4,1,-168,-38,-370,reload
4,-10,2,-78,-65,-52,reload
14,-1,3,74,-124,210,reload
10,0,2,0,0,80,reload
8,1,1,0,0,87,reload
10,1,2,0,0,44,reload
8,0,2,0,0,0,reload
10,0,2,72,0,0,reload
10,1,0,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,-26,reload
9,0,1,0,0,0,reload
9,0,2,0,0,0,reload
13,-9,-2,0,0,140,reload
18,-10,-7,0,-213,267,reload
17,-4,-7,89,-269,252,reload
11,0,0,0,-243,218,reload
8,-8,0,0,-66,152,reload
5,-14,-4,-77,-67,162,reload
0,-15,-11,0,-136,203,reload
2,-7,-8,183,-189,147,reload
6,2,0,202,-150,138,reload
5,10,-5,254,117,171,reload
7,9,-1,0,47,-261,reload
16,-19,-19,-258,150,-681,reload
-3,-19,-9,0,78,61,reload
-4,-16,-10,0,-118,80,reload
-2,-17,-10,-114,-35,56,reload
0,-15,-13,0,-161,183,reload
6,-1,0,270,-164,151,reload
5,10,-1,215,144,165,reload
9,15,0,0,28,0,reload
9,1,0,0,41,-447,reload
3,-19,-19,-545,-31,-508,reload
-4,-19,-10,217,-46,89,reload
-1,-6,-5,146,0,97,reload
2,-5,2,0,0,26,reload
3,-3,2,94,70,0,reload
5,0,0,95,105,-121,reload
6,-2,0,137,68,-254,reload
11,-5,0,0,59,-367,reload
14,-8,2,0,86,-301,reload
19,-4,2,0,55,-338,reload
19,-6,0,-113,0,-314,reload
8,-8,2,-181,0,0,reload
10,0,4,0,0,52,reload
8,0,1,0,0,-46,reload
9,0,2,0,0,-26,reload
9,0,3,0,0,0,reload
9,0,3,0,-32,0,reload
9,2,3,0,0,26,reload
9,1,2,0,0,0,reload
9,1,3,0,0,0,reload
10,-11,1,0,0,0,reload
14,-14,1,0,0,287,reload
14,-14,1,0,0,366,reload
10,-9,1,0,0,367,reload
7,-3,2,0,0,320,reload
3,0,0,0,0,196,reload
-3,-2,7,0,0,0,reload
-12,-8,4,0,0,0,reload
-15,-8,4,0,0,0,reload
-7,-4,1,0,0,0,reload
-2,-2,0,0,0,0,reload
3,4,-2,0,0,0,reload
0,-1,0,0,0,0,reload
-8,-6,3,0,0,0,reload
-19,-7,3,0,0,0,reload
-19,-7,9,0,0,0,reload
-14,-9,2,0,0,0,reload
-2,-2,-1,0,0,0,reload
3,2,0,0,0,0,reload
0,0,-1,0,0,0,reload
-4,-2,1,0,0,0,reload
-10,-8,2,0,0,0,reload
-16,-10,5,0,0,0,reload
-12,-5,6,0,0,0,reload
-7,-4,2,0,0,0,reload
-6,-5,1,0,0,0,reload
-6,-4,2,0,0,0,reload
-6,-4,3,0,0,0,reload
-5,-4,3,0,0,0,reload
-3,-4,3,0,0,0,reload
0,-3,4,0,0,0,reload
1,-4,4,0,0,-232,reload
5,-7,5,0,0,-277,reload
11,-9,6,0,0,-276,reload
14,-8,6,0,0,-358,reload
15,-7,6,0,0,-334,reload
12,-5,2,0,0,-209,reload
10,-4,1,0,0,0,reload
9,-4,1,0,0,0,reload
9,-1,3,0,0,0,reload
10,-11,2,0,0,181,reload
14,-13,0,0,0,296,reload
15,-15,1,0,0,375,reload
11,-15,3,0,0,419,reload
7,-8,4,0,0,428,reload
6,0,2,0,0,319,reload
4,4,4,0,0,0,reload
-16,-5,5,0,0,0,reload
-13,-4,1,0,0,0,reload
-1,-2,1,0,0,0,reload
5,5,-3,0,0,0,reload
4,0,-4,0,0,0,reload
-6,-2,2,0,0,0,reload
-19,-8,0,0,0,-172,reload
-19,-10,9,0,0,0,reload
-13,-7,0,0,0,0,reload
2,0,0,0,0,0,reload
2,1,-2,0,0,0,reload
1,1,-4,0,0,0,reload
-5,-2,2,0,0,0,reload
-13,-8,0,0,0,0,reload
-19,-13,10,0,0,0,reload
-8,-1,2,0,0,0,reload
-2,-3,0,0,0,0,reload
0,-2,2,0,0,0,reload
1,0,2,0,0,0,reload
3,-3,4,0,0,-277,reload
7,-8,7,0,0,-343,reload
16,-10,5,0,0,-378,reload
13,-13,5,0,0,-336,reload
11,-12,5,0,0,-284,reload
13,-7,1,0,0,-240,reload
8,-3,1,0,0,0,reload
9,-2,2,0,0,0,reload
10,0,1,0,0,0,reload
10,-2,3,0,0,0,reload
8,-2,3,0,0,0,reload
10,0,1,0,0,0,reload
11,1,0,0,0,0,reload
9,0,2,0,0,0,reload
11,-12,3,0,0,0,reload
13,-17,1,0,0,362,reload
17,-18,4,0,0,435,reload
12,-11,3,0,0,440,reload
6,-3,2,0,0,358,reload
4,0,2,0,0,263,reload
1,0,1,0,0,0,reload
-8,-1,0,0,0,0,reload
-14,-3,1,0,0,0,reload
-17,-2,1,0,0,0,reload
-12,-3,0,0,0,0,reload
0,0,0,0,0,0,reload
4,2,-3,0,0,0,reload
0,1,10,0,0,0,reload
-8,-2,0,0,0,0,reload
-19,-16,1,0,0,-216,reload
-19,-3,9,0,0,0,reload
-7,-8,5,0,0,187,reload
1,0,-3,0,0,0,reload
6,4,0,0,0,0,reload
2,0,0,0,0,0,reload
-4,-2,7,0,0,0,reload
-12,-7,4,0,0,0,reload
-17,-8,5,0,0,0,reload
-8,-4,6,0,0,0,reload
-2,0,1,0,0,0,reload
4,0,4,0,0,-195,reload
6,-2,5,0,0,-341,reload
14,-6,5,0,0,-388,reload
19,-7,6,0,0,-403,reload
19,-10,5,0,0,-362,reload
9,-8,1,0,0,0,reload
10,-3,0,0,0,0,reload
9,-2,1,0,0,0,reload
9,-2,2,0,0,0,reload
10,-2,2,0,0,0,reload
9,-2,2,0,0,0,reload
10,-1,2,0,0,0,reload
10,0,2,0,0,0,reload
10,0,1,0,0,0,reload
11,-13,4,0,0,0,reload
11,-14,2,0,0,240,reload
15,-18,2,0,0,337,reload
15,-14,2,0,0,423,reload
10,-6,2,0,0,427,reload
6,0,1,0,0,303,reload
1,1,3,0,0,182,reload
-11,-1,3,0,0,0,reload
-17,-4,5,0,0,0,reload
-6,-3,3,0,0,0,reload
1,0,-2,0,0,0,reload
4,2,-2,0,0,0,reload
0,0,-1,0,0,0,reload
-9,-2,2,0,0,0,reload
-19,-13,4,0,0,-180,reload
-19,-5,8,0,0,0,reload
-10,-6,0,0,0,0,reload
4,0,0,0,0,0,reload
5,2,-2,0,0,0,reload
1,2,-3,0,0,0,reload
-5,-5,1,0,0,0,reload
-17,-12,3,0,0,-176,reload
-18,-11,10,0,0,0,reload
-7,-2,2,0,0,0,reload
-2,-3,1,0,0,0,reload
0,-1,2,0,0,0,reload
2,-2,4,0,0,-250,reload
7,-5,5,0,0,-332,reload
11,-8,4,0,0,-376,reload
18,-12,4,0,0,-356,reload
15,-14,2,0,0,-357,reload
8,-8,1,0,0,-172,reload
9,0,0,0,0,0,reload
9,-3,2,0,0,0,reload
8,-1,2,0,0,0,reload
10,0,2,0,0,0,reload
9,0,3,0,0,0,reload
9,1,1,0,0,0,reload
10,0,0,0,0,0,reload
9,0,1,0,0,0,reload
14,-18,1,0,0,336,reload
17,-19,1,0,0,425,reload
14,-12,3,0,0,454,reload
10,-3,3,0,0,392,reload
4,1,0,0,0,242,reload
-4,1,4,0,0,0,reload
-19,-3,4,0,0,0,reload
-13,-3,1,0,0,0,reload
0,0,-1,0,0,0,reload
5,1,-2,0,0,0,reload
4,2,-1,0,0,0,reload
-6,-4,0,0,0,0,reload
-19,-13,4,0,0,-219,reload
-19,-11,9,0,0,0,reload
-6,-2,-2,0,0,0,reload
5,1,0,0,0,0,reload
4,3,-1,0,0,0,reload
2,1,-3,0,0,0,reload
-7,-5,1,0,0,0,reload
-18,-13,6,0,0,0,reload
-18,-14,7,0,0,0,reload
-7,-2,3,0,0,0,reload
-1,-3,4,0,0,0,reload
1,-2,3,0,0,0,reload
3,-4,3,0,0,-267,reload
5,-9,5,0,0,-259,reload
11,-9,4,0,0,-310,reload
15,-8,3,0,0,-356,reload
13,-7,2,0,0,-289,reload
11,-5,1,0,0,0,reload
10,-4,1,0,0,0,reload
9,-2,2,0,0,0,reload
9,-1,2,0,0,0,reload
9,-1,2,0,0,0,reload
10,0,2,0,0,0,reload
10,0,1,0,0,0,reload
10,0,1,0,0,0,reload
10,0,1,0,0,0,reload
9,0,1,0,0,0,reload
10,0,1,0,0,0,reload
-16,-3,6,0,0,0,reload
-19,-7,8,0,0,0,reload
-7,-4,0,0,0,0,reload
2,-1,-1,0,0,0,reload
4,3,-3,0,0,0,reload
1,2,5,0,0,0,reload
-8,-4,0,0,0,0,reload
-19,-14,3,0,0,0,reload
-19,-3,10,0,0,0,reload
-13,-11,1,0,0,0,reload
0,-3,-1,0,0,0,reload
5,6,-1,0,0,0,reload
3,2,-2,0,0,0,reload
0,0,-4,0,0,0,reload
-10,-9,6,0,0,0,reload
-19,-10,4,0,0,0,reload
-15,-6,6,0,0,0,reload
-5,0,1,0,0,0,reload
0,-2,4,0,0,0,reload
1,0,0,0,0,-214,reload
4,-6,3,0,0,-288,reload
10,-8,3,0,0,-324,reload
14,-11,4,0,0,-367,reload
17,-9,2,0,0,-355,reload
14,-10,3,0,0,-289,reload
10,-8,1,0,0,-179,reload
10,-4,1,0,0,0,reload
8,-1,0,0,0,0,reload
9,0,2,0,0,0,reload
9,-1,2,0,0,0,reload
10,0,2,0,0,0,reload
9,0,1,0,0,0,reload
9,0,0,0,0,0,reload
9,0,0,0,0,0,reload
9,-1,1,0,0,0,reload
10,0,1,0,0,0,reload
9,0,2,0,0,0,reload
9,-1,2,0,0,0,reload
10,-1,2,0,0,0,reload
9,0,1,0,0,0,reload
12,-11,2,0,0,0,reload
15,-17,0,0,0,369,reload
19,-19,3,0,0,480,reload
15,-11,5,0,0,501,reload
10,0,2,0,0,394,reload
3,3,0,0,0,0,reload
-8,-1,5,0,0,0,reload
-17,-4,4,0,0,0,reload
-12,-2,2,0,0,0,reload
0,0,1,0,0,0,reload
3,-1,0,0,0,0,reload
2,2,-3,0,0,0,reload
-5,-3,1,0,0,0,reload
-19,-8,2,0,0,0,reload
-19,-11,11,0,0,0,reload
-15,-7,2,0,0,0,reload
-3,-3,0,0,0,0,reload
0,0,-4,0,0,0,reload
2,2,-2,0,0,0,reload
0,1,2,0,0,0,reload
-8,-5,2,0,0,0,reload
-17,-11,7,0,0,0,reload
-10,-4,7,0,0,0,reload
-2,-1,3,0,0,0,reload
0,-4,3,0,0,-216,reload
4,-7,5,0,0,-228,reload
6,-7,5,0,0,-278,reload
9,-7,4,0,0,-273,reload
12,-8,6,0,0,-254,reload
13,-8,5,0,0,-300,reload
10,-6,1,0,0,-223,reload
9,-5,1,0,0,0,reload
10,-4,2,0,0,0,reload
9,-1,1,0,0,0,reload
10,0,3,0,0,0,reload
9,0,4,0,0,0,reload
9,0,2,0,0,0,reload
10,0,1,0,0,0,reload
9,0,0,0,0,0,reload
9,0,1,0,0,0,reload
11,-10,2,0,0,0,reload
13,-15,0,0,0,265,reload
18,-17,1,0,0,387,reload
16,-15,2,0,0,439,reload
12,-7,3,0,0,427,reload
7,0,2,0,0,343,reload
2,1,0,0,0,0,reload
-4,0,2,0,0,0,reload
-16,-5,3,0,0,0,reload
-19,-2,5,0,0,0,reload
-5,-4,0,0,0,0,reload
3,-2,-4,0,0,0,reload
4,0,0,0,0,0,reload
1,0,6,0,0,0,reload
-18,-9,0,0,0,0,reload
-19,-12,11,0,0,0,reload
-15,-8,1,0,0,171,reload
-1,-1,-2,0,0,0,reload
4,-1,0,0,0,0,reload
1,2,0,0,0,0,reload
0,0,-1,0,0,0,reload
-12,-5,0,0,0,0,reload
-19,-11,6,0,0,0,reload
-10,-3,5,0,0,0,reload
-3,-2,2,0,0,0,reload
-1,-1,2,0,0,0,reload
1,-3,3,0,0,-223,reload
4,-7,5,0,0,-265,reload
7,-8,5,0,0,-332,reload
14,-8,6,0,0,-390,reload
17,-10,7,0,0,-394,reload
10,-9,2,0,0,-248,reload
11,-4,2,0,0,0,reload
9,-4,1,0,0,0,reload
9,0,1,0,0,0,reload
9,0,3,0,0,0,reload
10,-1,3,0,0,0,reload
10,-2,1,0,0,0,reload
11,-10,1,0,0,0,reload
14,-10,0,0,0,239,reload
-19,-10,5,0,0,-188,reload
-19,-9,12,0,0,0,reload
-18,-7,5,0,0,0,reload
-7,-5,0,0,0,0,reload
3,-1,-1,0,0,0,reload
5,2,-2,0,0,0,reload
1,1,-1,0,0,0,reload
-4,-3,3,0,0,0,reload
-11,-7,4,0,0,-198,reload
-14,-8,8,0,0,0,reload
-5,-2,7,0,0,-179,reload
0,-5,5,0,0,-279,reload
4,-7,3,0,0,-284,reload
10,-6,2,0,0,-350,reload
14,-4,2,0,0,-313,reload
18,-5,3,0,0,-296,reload
12,-8,1,0,0,-183,reload
10,-4,1,0,0,0,reload
9,0,1,0,0,0,reload
9,-1,2,0,0,0,reload
9,-1,2,0,0,0,reload
10,0,3,0,0,0,reload
9,1,1,0,0,0,reload
9,1,0,0,0,0,reload
9,0,2,0,0,0,reload
9,0,1,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
9,0,2,0,0,0,reload
9,0,1,0,0,0,reload
9,0,1,0,0,0,reload
9,0,1,0,0,0,reload
9,0,1,0,0,0,reload
9,0,2,0,0,0,reload
10,0,2,0,0,0,reload
10,-1,3,0,0,0,reload
8,0,1,0,0,0,reload
10,0,1,0,0,0,reload
9,-1,1,0,0,0,reload
10,-12,3,0,0,0,reload
14,-16,0,0,0,288,reload
19,-19,2,0,0,416,reload
19,-17,6,0,0,550,reload
16,-3,5,0,0,523,reload
8,4,0,0,0,253,reload
0,1,2,0,0,0,reload
-18,-6,7,0,0,0,reload
-19,-3,3,0,0,0,reload
-4,-2,0,0,0,0,reload
4,-2,-6,0,0,0,reload
4,1,0,0,0,0,reload
1,0,5,0,0,0,reload
-18,-11,1,0,0,-195,reload
-19,-13,14,0,0,0,reload
-19,-8,3,0,0,0,reload
-4,-5,0,0,0,0,reload
2,-1,-2,0,0,0,reload
6,4,-3,0,0,0,reload
2,2,-5,0,0,0,reload
-10,-9,4,0,0,0,reload
-19,-10,5,0,0,0,reload
-18,-5,9,0,0,0,reload
-6,-1,3,0,0,0,reload
-1,0,1,0,0,0,reload
2,-3,3,0,0,-227,reload
6,-8,5,0,0,-273,reload
9,-8,6,0,0,-312,reload
12,-6,6,0,0,-264,reload
14,-6,5,0,0,-303,reload
